Plasmid;replicon;mobility;mge_cluster;tnse1D;tnse2D;amr;virulence;metal;biocide;heat;acid;carba_alleles;length
S3811-2022-16-G07_bin_0;IncFIB(S),IncFII(S);non-mobilizable;-1.0;14.47223337102288;39.36144640859536;;spvD;;;;;;59072
S3811-2022-16-G07_bin_1;IncX1;conjugative;-1.0;3.097718064335393;5.498415195499369;;;;;;;;46065
S3811-2022-16-G07_bin_2;No hit found;mobilizable;24.0;-7.8346218204942435;20.36379202927996;;;;;;;;3610
S4260-2024-03-A03_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.099370158624571;5.499381898754632;;spvD;;;;;;74542
S4240-2024-01-C12_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S02208-2020-10-B08_bin_0;No hit found;conjugative;9.0;3.0382232024699847;62.71008611211371;tet(A);ybtP;;;;;;274960
1092000550_bin_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.553665023862475;27.986763517164917;;spvD;;;;;;93505
6502100216_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S03469-2022-08-B02_bin_0;No hit found;non-mobilizable;55.0;9.983960560253138;30.637532690725877;floR;;;;;;;7910
S03469-2022-08-B02_bin_Unbinned;No hit found;non-mobilizable;-;-;-;;;;;;;;77175
S03433-2022-05-E11_bin_0;IncA/C2;conjugative;9.0;2.4504684060058657;63.54831187829404;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;203121
S03433-2022-05-E11_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S03433-2022-05-E11_bin_2;No hit found;mobilizable;-1.0;-24.131420661383395;20.19695441469952;;;;;;;;3223
S03433-2022-05-E11_bin_3;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S4172-2023-15-E01_bin_0;IncA/C2;conjugative;9.0;2.451658000645509;63.58981434722212;aph(3')-Ia,blaCMY-2,sul2;ybtP;;;;;;203580
S4172-2023-15-E01_bin_1;Col440I;mobilizable;24.0;-8.03992901670703;20.03455947549964;;;;;;;;3003
S3550-2022-09-E03_bin_0;IncFIA(HI1),IncHI1A,IncHI1B(R27);conjugative;-1.0;19.019490544863395;37.54301975431851;lnu(F),qnrS1,tet(A);;;;;;;193353
S3550-2022-09-E03_bin_1;Col440II;mobilizable;31.0;-18.677780140334317;20.512548708892268;;;;;;;;5430
S4061-2024-03-C01_bin_0;IncA/C2;conjugative;9.0;2.4423468667711674;65.36402765863149;blaCMY-2,tet(A);ybtP;;;;;;190817
S4061-2024-03-C01_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37686
S4061-2024-03-C01_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3371
S4061-2024-03-C01_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3966-2023-04-G02_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40534
S3998-2023-07-C08_bin_0;IncI1,IncX4;conjugative;9.0;2.4258428925109308;64.14762683910362;blaTEM-1B,lnu(G),sat2;;;;;;;129554
S3927-2023-04-A02_bin_0;IncA/C2;conjugative;37.0;8.181019991293773;40.63642790636547;blaCMY-2,tet(A);ybtP;;;;;;210831
S3927-2023-04-A02_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3927-2023-04-A02_bin_2;No hit found;mobilizable;24.0;-8.303617159519035;23.785706532711487;;;;;;;;6052
S3927-2023-04-A02_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3927-2023-04-A02_bin_4;Col(BS512);non-mobilizable;2.0;-22.074710689359677;34.51032062272027;;;;;;;;2089
S3815-2022-17-B03_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,sul2;ybtP;;;;;;252250
S3815-2022-17-B03_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3815-2022-17-B03_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
6502100161_bin_0;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40536
S4179-2023-16-B02_bin_0;No hit found;mobilizable;-1.0;-22.07135951365696;18.1377646809666;;;;;;;;4656
S3740-2022-14-F09_bin_0;IncX4;conjugative;55.0;9.10901572733628;32.58730405084677;aadA1;;;;;;;43147
S3740-2022-14-F09_bin_1;Col440I;mobilizable;-1.0;-19.713262097947748;15.873399978213582;;;;;;;;3830
S4161-2023-13-C09_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.056672610991026;42.69844528342119;mcr-9.1,sul1;;terD,terW,terZ;;;;;248367
S4161-2023-13-C09_bin_1;Col440I;mobilizable;30.0;-20.909484082356677;8.227364381233434;;;;;;;;2699
1092000468_bin_0;No hit found;non-mobilizable;41.0;-19.34232974448595;14.840049993767048;;;;;;;;3312
S3710-2022-13-E03_bin_0;IncFIA(HI1),IncHI1A,IncHI1B(R27);conjugative;-1.0;19.019443905900683;37.54302780156232;AAC(6')-Iy,aadA2,mph(A),tet(A);;;;;;;682232
S3710-2022-13-E03_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3374
S03459-2022-07-D08_bin_0;No hit found;conjugative;9.0;2.026300700413823;63.668051001744736;;;;;;;;125973
S03459-2022-07-D08_bin_1;No hit found;non-mobilizable;45.0;21.93562280983404;24.318344391329774;;;;;;;;47137
S03459-2022-07-D08_bin_Unbinned;No hit found;non-mobilizable;10.0;11.367959658136389;64.03153979687707;;;;;;;;18145
S4239-2024-01-C11_bin_0;IncA/C2;conjugative;9.0;2.707939958852559;64.0781467748449;blaCMY-2,tet(A);ybtP;;;;;;203272
S4239-2024-01-C11_bin_1;No hit found;mobilizable;24.0;-7.839506339061876;20.37085677894831;;;;;;;;3600
S4239-2024-01-C11_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S4239-2024-01-C11_bin_3;Col440I;mobilizable;30.0;-19.87080591261001;7.496043697237661;qnrB19;;;;;;;2989
S4239-2024-01-C11_bin_4;ColpVC;mobilizable;1.0;-20.72545603545952;38.90714056356387;;;;;;;;2257
S3720-2022-13-G03_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,sul2;ybtP;;;;;;251644
S3720-2022-13-G03_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3720-2022-13-G03_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S3691-2022-13-B09_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74572
S3674-2022-12-F04_bin_0;IncA/C2;conjugative;9.0;2.7222629375152354;64.0659188134276;blaCMY-2,sul2;ybtP;;;;;;198902
S3674-2022-12-F04_bin_1;No hit found;mobilizable;24.0;-7.296869903994427;22.338401808439684;;;;;;;;5444
S3919-2023-03-F05_bin_0;IncA/C2;conjugative;9.0;2.717701263835153;64.04690860417762;blaCMY-2,sul2;ybtP;;;;;;184445
S3919-2023-03-F05_bin_1;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S3988-2023-05-F08_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S3971-2023-04-H03_bin_0;IncX1;conjugative;-1.0;3.097976878218657;5.512721916163208;;;;;;;;42613
1092000547_bin_0;No hit found;conjugative;-1.0;-3.456232230583803;25.317639634500097;;;;;;;;37836
1092000547_bin_1;Col440I;mobilizable;24.0;-8.281031177163099;23.16162789666572;;;;;;;;4555
1092000547_bin_Isolated_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.187206637564596;27.85453603536803;;spvD;;;;;;81534
1092000547_bin_Isolated_1;No hit found;non-mobilizable;10.0;8.493399943466779;62.15981828451418;;;;;;;;12365
S3965-2023-04-F10_bin_0;IncA/C2,IncX1;conjugative;9.0;2.796348562493448;64.11374298335768;aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-2,floR,sul2,tet(A);ybtP;;;;;;250691
S3965-2023-04-F10_bin_1;No hit found;mobilizable;24.0;-7.227481129076458;21.950666396525246;;;;;;;;6647
S4046-2024-03-B01_bin_0;IncA/C2;conjugative;9.0;2.418083710271007;63.49291359340047;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;199158
S4046-2024-03-B01_bin_1;No hit found;mobilizable;-1.0;-22.07248972487438;18.13879236875417;;;;;;;;4657
S4046-2024-03-B01_bin_2;No hit found;mobilizable;0.0;-34.96598136967727;35.01673034847188;;;;;;;;4072
S4046-2024-03-B01_bin_3;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S4022-2023-08-C12_bin_0;No hit found;mobilizable;24.0;-7.426191155101705;21.99000503657781;;;;;;;;5055
S4022-2023-08-C12_bin_1;No hit found;mobilizable;-1.0;-4.169498492899306;29.7345746178375;;;;;;;;3373
S4022-2023-08-C12_bin_2;No hit found;mobilizable;-;-;-;;;;;;;;3351
S3891-2023-02-F04_bin_0;IncX4;conjugative;9.0;2.8688967968088317;62.4407065730746;aadA1;ybtP;;;;;;303606
S03524-2022-08-F02_bin_0;No hit found;conjugative;9.0;3.034512906818614;62.70403415512898;aadA1,dfrA14;ybtP;;;;;;278356
S3600-2022-11-A11_bin_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.553665023862475;27.986763517164917;;spvD;;;;;;93466
S3706-2022-13-D10_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,sul2;ybtP;;;;;;251644
S3706-2022-13-D10_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3706-2022-13-D10_bin_2;No hit found;mobilizable;24.0;-9.60697653222726;21.998125379565344;;;;;;;;8587
S3706-2022-13-D10_bin_3;No hit found;mobilizable;0.0;-33.62207851242687;34.88334244315041;;;;;;;;4074
S3706-2022-13-D10_bin_4;ColRNAI;mobilizable;24.0;-7.8432832286917025;20.367682507874477;;;;;;;;3596
S3706-2022-13-D10_bin_5;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3943-2023-04-C09_bin_0;No hit found;mobilizable;24.0;-7.434163880888683;21.99848381752402;;;;;;;;5055
S3943-2023-04-C09_bin_1;No hit found;mobilizable;-1.0;-4.169498492899306;29.7345746178375;;;;;;;;3373
S3943-2023-04-C09_bin_2;No hit found;mobilizable;-;-;-;;;;;;;;3351
S4237-2024-01-C06_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.03080217635998;42.68442605373964;aph(3')-Ia,mcr-9.1,sul1;;terD,terW,terZ;;;;;724065
S4237-2024-01-C06_bin_1;No hit found;mobilizable;24.0;-7.141182034977042;24.31596862936788;;;;;;;;5631
S3731-2022-14-B09_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74584
S3731-2022-14-B09_bin_1;ColRNAI;mobilizable;24.0;-7.805585435955535;20.799321754305502;;;;;;;;3646
6502100112_bin_0;IncA/C2;conjugative;9.0;2.2567998948547454;63.30998557743515;sul2;ybtP;;;;;;155324
6502100112_bin_1;No hit found;mobilizable;24.0;-7.355892344802539;21.788450074952586;;;;;;;;4936
6502100112_bin_2;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2978
S03565-2022-10-A07_bin_0;IncA/C2;mobilizable;37.0;7.818316406854219;39.7736720727552;sul2;;;;;;;73624
S03565-2022-10-A07_bin_1;No hit found;conjugative;9.0;2.4736094868578635;63.564295900222746;blaCMY-2;ybtP;;;;;;114564
S03565-2022-10-A07_bin_2;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S03565-2022-10-A07_bin_3;No hit found;mobilizable;24.0;-8.016219921685334;20.385706222225284;;;;;;;;3565
S03565-2022-10-A07_bin_4;No hit found;mobilizable;24.0;-8.839398240119683;21.185523790810272;;;;;;;;3212
S03565-2022-10-A07_bin_5;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
69861458-2020-11-B01_bin_0;No hit found;conjugative;9.0;3.039502991387869;62.71218952026927;dfrA14,tet(A);ybtP;;;;;;279487
S4037-2023-09-C06_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74571
S4107-2023-11-G07_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4323-2024-05-H09_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74572
S03456-2022-07-D05_bin_0;IncA/C2;conjugative;9.0;2.720764068743992;64.06598151002166;blaCMY-2,sul2;ybtP;;;;;;198313
S03456-2022-07-D05_bin_1;No hit found;mobilizable;24.0;-7.227481129076458;21.950666396525246;;;;;;;;6647
S03456-2022-07-D05_bin_2;No hit found;mobilizable;-1.0;-24.131534632248457;20.19656209425891;;;;;;;;3223
S03434-2022-06-A08_bin_0;Col440I;mobilizable;-1.0;-19.69922703573284;15.853419800467885;;;;;;;;3830
S03434-2022-06-A08_bin_1;No hit found;non-mobilizable;-1.0;10.607299380124989;35.808517161513734;aadA5,sul1;;;;;;;6048
6502100385_bin_0;ColRNAI;mobilizable;24.0;-7.445737283596371;22.009099113017704;;;;;;;;5055
S3649-2022-12-B10_bin_0;IncA/C2;conjugative;9.0;2.633810833154181;63.91506472569657;blaCMY-2,tet(A);;;;;;;184818
S3649-2022-12-B10_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37719
S3637-2022-12-A04_bin_0;IncI1;conjugative;9.0;2.5162771124650285;63.60544930153467;aac(3)-IId;;;;;;;96121
S3637-2022-12-A04_bin_1;No hit found;mobilizable;17.0;0.9332091908068456;39.46795766981205;;;;;;;;6968
S3637-2022-12-A04_bin_2;Col156;mobilizable;11.0;-11.43412809799986;38.05371886293545;;;;;;;;4234
S3637-2022-12-A04_bin_3;Col440I;non-mobilizable;41.0;-19.573417655970093;15.328071146914551;;;;;;;;1888
S03408-2022-04-B05_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74571
S03391-2022-03-B09_bin_0;IncFIB(S),IncFII(S);conjugative;-1.0;16.278068955407534;25.056794048951595;;spvD;;;;;;93655
S4276-2024-12-F01_bin_0;IncA/C2;conjugative;9.0;2.4253820723132207;63.50677805851868;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;198548
S4276-2024-12-F01_bin_1;No hit found;mobilizable;24.0;-7.141182034977042;24.31596862936788;;;;;;;;5632
S4276-2024-12-F01_bin_2;No hit found;mobilizable;-1.0;-22.07248972487438;18.13879236875417;;;;;;;;4657
S4276-2024-12-F01_bin_3;Col156;mobilizable;11.0;-9.20848504120778;38.12821183721336;;;;;;;;3750
S4276-2024-12-F01_bin_4;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S4276-2024-12-F01_bin_5;No hit found;mobilizable;24.0;-7.997303043406215;20.34574140738731;;;;;;;;3172
S4276-2024-12-F01_bin_6;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
1092001163_bin_Unbinned;IncFIB(S),IncFII(S);conjugative;-1.0;10.553665023862475;27.986763517164917;cpxA;spvD;;;;;;117293
S3826-2022-18-C06_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,emrB,sul2;ybtP;;;;;;349834
S3826-2022-18-C06_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3826-2022-18-C06_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S3826-2022-18-C06_bin_3;No hit found;mobilizable;24.0;-7.839506339061876;20.37085677894831;;;;;;;;3596
S00730-2020-11-D03_bin_0;No hit found;conjugative;9.0;3.1033450293381795;62.83198683871082;tet(A);ybtP;;;;;;273540
S03569-2022-10-A11_bin_0;IncA/C2;conjugative;37.0;7.890197908207152;40.49258476750346;sul2;ybtP;;;;;;172921
S03569-2022-10-A11_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S03569-2022-10-A11_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S03569-2022-10-A11_bin_3;No hit found;mobilizable;24.0;-7.839506339061876;20.37085677894831;;;;;;;;3596
S03569-2022-10-A11_bin_4;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3823-2022-18-A12_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74607
S3823-2022-18-A12_bin_1;ColRNAI;mobilizable;24.0;-7.805585435955535;20.799321754305502;;;;;;;;3646
S3884-2023-02-E02_bin_0;IncA/C2,IncX4;conjugative;9.0;2.356024754249745;63.48054414707667;blaCMY-2,tet(A);ybtP;;;;;;238731
S3884-2023-02-E02_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3884-2023-02-E02_bin_2;Col440I;mobilizable;30.0;-19.90926155022922;7.346564983037414;qnrB19;;;;;;;2989
S3884-2023-02-E02_bin_3;No hit found;mobilizable;24.0;-11.436094683368024;18.4360004696288;;;;;;;;2677
S3840-2022-21-B09_bin_0;IncFIB(S);non-mobilizable;-1.0;10.65207563874346;28.249397180851503;;;;;;;;123025
1092000359_bin_0;No hit found;mobilizable;24.0;-7.30182244756587;21.94509609428924;;;;;;;;6647
S4007-2023-07-E06_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S3639-2022-12-A08_bin_0;IncA/C2;mobilizable;37.0;7.832179448339602;39.86607137571728;sul2;;;;;;;73608
S3639-2022-12-A08_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3639-2022-12-A08_bin_2;No hit found;mobilizable;24.0;-8.152213182846104;20.866133793665867;;;;;;;;3282
S3639-2022-12-A08_bin_3;ColpVC;mobilizable;1.0;-20.698565924524072;38.86656916111363;;;;;;;;1981
69576176-2020-11-A10_bin_0;No hit found;conjugative;9.0;3.0354307311430317;62.70472789296423;aadA1,dfrA14;ybtP;;;;;;279426
S3598-2022-11-A09_bin_0;p0111;non-mobilizable;16.0;1.236425795200751;44.10434328936266;;;;;;;;88922
S3598-2022-11-A09_bin_1;No hit found;mobilizable;-1.0;-4.169498492899306;29.7345746178375;;;;;;;;3375
S00398-2020-11-B09_bin_0;No hit found;conjugative;9.0;3.037637672263414;62.7089618198464;dfrA14,tet(A);ybtP;;;;;;279442
S3820-2022-17-G05_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74580
S4215-2023-19-C07_bin_0;ColRNAI;mobilizable;24.0;-7.710239779416695;20.70758653690744;;;;;;;;4593
S00574-2020-11-C09_bin_0;No hit found;conjugative;9.0;3.037637672263414;62.7089618198464;dfrA14,tet(A);ybtP;;;;;;279442
69560512-M1-2020-10-H03_bin_0;No hit found;conjugative;9.0;3.0382232024699847;62.71008611211371;aadA1;ybtP;;;;;;274978
S4223-2023-19-E05_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.036561082899805;42.68880783665615;aph(3')-Ia,dfrA1,mcr-9.1,sul1;;terD,terW,terZ;;;;;305934
S4223-2023-19-E05_bin_1;Col156;mobilizable;11.0;-11.03239858959004;37.90041334394412;;;;;;;;3915
S4223-2023-19-E05_bin_2;Col156;mobilizable;11.0;-11.094199539651449;37.91228809728486;;;;;;;;3505
S4223-2023-19-E05_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S4223-2023-19-E05_bin_Unbinned;No hit found;non-mobilizable;-1.0;15.66604329836975;26.00355687982173;;;;;;;;12858
S4087-2023-11-C08_bin_0;IncA/C2;conjugative;9.0;2.709661907176512;64.07131160129082;aadA1,blaCMY-2,sul2,tet(A);ybtP;;;;;;202028
1092000465_bin_0;No hit found;non-mobilizable;41.0;-19.34232974448595;14.840049993767048;;;;;;;;3312
S3982-2023-05-A01_bin_0;IncA/C2;conjugative;37.0;8.171199197987303;40.62113997082653;blaCMY-2,tet(A);;;;;;;211412
S3982-2023-05-A01_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3982-2023-05-A01_bin_2;ColRNAI;mobilizable;24.0;-7.936508157197303;20.41960028331544;;;;;;;;3264
S3695-2022-13-C04_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,sul2;ybtP;;;;;;251644
S3695-2022-13-C04_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3695-2022-13-C04_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S3695-2022-13-C04_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3853-2023-01-C03_bin_0;IncA/C2,IncX1;conjugative;9.0;1.828007140535435;62.44540909033659;blaCMY-2,tet(A);ybtP;silA,silB,silC,silF,silS;;;;;203181
S3853-2023-01-C03_bin_1;No hit found;mobilizable;0.0;-33.90204232646263;35.750453195738395;;;;;;;;4110
S3853-2023-01-C03_bin_2;Col156;mobilizable;11.0;-11.12200940080578;37.89085872137071;;;;;;;;3761
S3853-2023-01-C03_bin_3;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3853-2023-01-C03_bin_4;No hit found;mobilizable;-1.0;-24.13138767774811;20.19714798485621;;;;;;;;3223
S03526-2022-08-F04_bin_0;IncA/C2;conjugative;9.0;-0.8559092302384074;64.07814104129987;blaCMY-2,tet(A);ybtP;;;;;;201579
S03526-2022-08-F04_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3876-2023-02-D07_bin_0;No hit found;mobilizable;24.0;-7.686211812849311;20.704908797469265;;;;;;;;4593
S3876-2023-02-D07_bin_1;IncI1;conjugative;9.0;2.4080369413092697;63.60868800263411;blaTEM-1;;;;;;;97926
S03362-2022-01-B10_bin_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.554497717990383;28.0059977107937;;spvD;;;;;;93453
S03362-2022-01-B10_bin_1;No hit found;non-mobilizable;-1.0;6.16367638558214;33.89922722712497;floR,sul2,tet(B);;;;;;;61388
S4017-2023-07-C06_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
6502100045_bin_0;No hit found;conjugative;-1.0;5.511554016619139;28.279023051991626;;;;;;;;34543
6502100277_bin_0;No hit found;mobilizable;34.0;-22.343292647847303;23.94408560090976;;;;;;;;5410
S3955-2023-04-D04_bin_0;IncA/C2;conjugative;9.0;2.7521585901396106;64.05044748970933;blaCMY-2,tet(A);ybtP;;;;;;183787
S3955-2023-04-D04_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3955-2023-04-D04_bin_2;Col440I;mobilizable;30.0;-19.90926155022922;7.346564983037414;qnrB19;;;;;;;2989
S03410-2022-04-B07_bin_Unbinned;No hit found;non-mobilizable;-;-;-;;;;;;;;77175
S3650-2022-12-B11_bin_0;IncA/C2;conjugative;9.0;2.535798333274504;63.71490396147821;blaCMY-2,sul2;ybtP;;;;;;187425
S3650-2022-12-B11_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3536-2022-09-A12_bin_0;IncHI2,IncHI2A;conjugative;35.0;19.72482575540461;42.91271090347977;aph(3')-Ia,mcr-9.1,sul1;;terD,terW,terZ;;;;;616117
S3864-2023-01-F01_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5862401398319586;64.07377140663337;blaCMY-2,tet(A);ybtP;;;;;;268245
S3864-2023-01-F01_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3616-2022-11-C02_bin_0;IncA/C2;conjugative;9.0;2.4123594336888186;63.481954671320445;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;198376
S3616-2022-11-C02_bin_1;No hit found;mobilizable;24.0;-8.152213182846104;20.866133793665867;;;;;;;;3282
S3616-2022-11-C02_bin_2;Col440I;mobilizable;30.0;-19.89703760142904;7.426249812174371;qnrB19;;;;;;;2989
S3968-2023-04-G04_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74562
S4217-2023-19-D05_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S3869-2023-02-B09_bin_0;IncX1;conjugative;-1.0;3.097978721897294;5.5129200182983;;;;;;;;42607
6502100266_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40386
S03562-2022-10-A04_bin_0;No hit found;conjugative;9.0;3.2976419168954387;63.13874967044477;aadA1;ybtP;;;;;;274126
6502100123_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40533
S3676-2022-12-F06_bin_0;IncA/C2;conjugative;9.0;2.7150784874010383;64.05884675446622;blaCMY-2,sul2;;;;;;;188452
S3676-2022-12-F06_bin_1;No hit found;conjugative;-1.0;6.730626166137101;37.36349565413457;floR;;;;;;;30616
S3676-2022-12-F06_bin_2;Col440I;non-mobilizable;24.0;-9.704653536446806;22.40987321976384;;;;;;;;2184
S3676-2022-12-F06_bin_Unbinned;No hit found;non-mobilizable;24.0;-7.936514075981003;20.41959775392766;;;;;;;;2578
S3861-2023-01-E10_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74571
S3980-2023-04-F03_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40533
S4235-2024-01-B03_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74625
S4235-2024-01-B03_bin_1;ColRNAI;mobilizable;24.0;-7.805585435955535;20.799321754305502;;;;;;;;3646
69136524-2020-11-A06_bin_0;No hit found;conjugative;9.0;3.037637672263414;62.7089618198464;dfrA14,tet(A);ybtP;;;;;;278202
S3985-2023-05-B02_bin_0;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40538
S3855-2023-01-C12_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40533
S3647-2022-12-B03_bin_0;IncA/C2,IncI1;conjugative;9.0;2.6878225347240874;64.1124510560232;blaCMY-2,sul2;;;;;;;225564
S3647-2022-12-B03_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3647-2022-12-B03_bin_2;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S4195-2023-17-C10_bin_0;No hit found;conjugative;9.0;3.301333793378304;63.15793491481833;tet(A);ybtP;;;;;;273447
